typeName,slot
Surplus RADAR Reserve Array,L
Pithum C-Type EM Ward Amplifier,M
Proteus Defensive - Covert Reconfiguration,S
Medium Hybrid Metastasis Adjuster I,R
Overdrive Injector System I,L
Large Liquid Cooled Electronics I,R
Standup L-Set Structure Manufacturing Efficiency II,R
Polarized 800mm Repeating Cannon,H
Small Drone Mining Augmentor II,R
Medium Warhead Flare Catalyst II,R
'Copasetic' Particle Field Acceleration,M
Federation Navy Energized Adaptive Nano Membrane,L
Gotan's Modified Adaptive Nano Plating,L
Selynne's Modified Energized Kinetic Membrane,L
Shadow Serpentis Dual 1000mm Railgun,H
Shadow Serpentis Armor EM Hardener,L
Large Auxiliary Nano Pump I,R
Spot Pulsing ECCM I,M
Basic Ladar Backup Array,L
Fleeting Progressive Warp Scrambler I,M
Standup L-Set Equipment Manufacturing Efficiency II,R
Domination Dual 180mm Autocannon,H
Medium Signal Focusing Kit II,R
Large Asymmetric Remote Capacitor Transmitter,H
True Sansha Quad Mega Pulse Laser,H
Small Shield Booster I,M
100mm Crystalline Carbonide Restrained Plates,L
Corpii A-Type EM Plating,L
Small Warhead Rigor Catalyst I,R
Gistii B-Type Small Shield Booster,M
True Sansha Armor Kinetic Hardener,L
Small I-a Polarized Armor Regenerator,L
Gistii C-Type 5MN Microwarpdrive,M
Federation Navy Co-Processor,L
Imperial Navy Medium Capacitor Booster,M
Tahron's Custom Heat Sink,L
Federation Navy Energized Kinetic Membrane,L
Large Core Defense Field Extender II,R
Induced Signal Distortion Amplifier I,L
Medium Automated Carapace Restoration,L
Shadow Serpentis Stasis Webifier,M
Domination X-Large Shield Booster,M
OLD Legion Propulsion - Interdiction Nullifier,S
Capital Anti-Thermal Pump II,R
Type-E Altered SS Overdrive Injector,L
Capital Shield Booster I,M
Ahremen's Modified Energized Kinetic Membrane,L
Indirect Scanning Dampening Unit I,M
Khanid Navy Stasis Webifier,M
Gatling Pulse Laser I,H
Small Drone Repair Augmentor II,R
Setele's Modified Reactor Control Unit,L
YO-5000 Rapid Heavy Missile Launcher,H
Small Hybrid Locus Coordinator II,R
Corpii C-Type Adaptive Nano Plating,L
Hakim's Modified Cruise Missile Launcher,H
Dual Giga Beam Laser II,H
Medium Particle Dispersion Augmentor I,R
Gistum A-Type Kinetic Deflection Amplifier,M
Civilian Relic Analyzer,M
Small Energy Ambit Extension II,R
Tairei's Modified Cap Recharger,M
Corpum A-Type Energized EM Membrane,L
'Limos' Rocket Launcher I,H
Capital Processor Overclocking Unit II,R
Domination Thermal Dissipation Field,M
Large Plasma Smartbomb II,H
Heavy Modal Pulse Laser I,H
Upgraded 'Malkuth' Heavy Assault Missile Launcher I,H
Centus X-Type Armor Thermal Hardener,L
Domination 650mm Artillery,H
Ammatar Navy Energized Thermal Membrane,L
Armor Thermal Hardener I,L
Centii A-Type Kinetic Plating,L
Dark Blood Capital Energy Neutralizer,H
Imperial Navy Medium Energy Nosferatu,H
XeCl Drilling Beam I,H
Thukker Medium Shield Extender,M
Capital Energy Metastasis Adjuster II,R
'Page' Capacitor Flux Coil I,L
'Gallows' Light Missile Launcher,H
'Moonshine' Energized Thermal Membrane I,L
Standup Fighter Damage Amplifier I,L
Centii C-Type Small Remote Capacitor Transmitter,H
OLD Proteus Offensive - Drone Synthesis Projector,S
OLD Tengu Electronics - CPU Efficiency Gate,S
Cormack's Modified Large Armor Repairer,L
Medium Targeting System Subcontroller II,R
OLD Proteus Offensive - Hybrid Propulsion Armature,S
Caldari Navy Thermal Dissipation Field,M
OLD Loki Electronics - Immobility Drivers,S
Selynne's Modified Armor Thermal Hardener,L
Selynne's Modified Large Armor Repairer,L
Alpha Reactor Control: Capacitor Flux,L
Large Cap Battery II,M
Corelum C-Type Medium Remote Armor Repairer,H
Capital Emergency Hull Energizer II,L
Medium Liquid Cooled Electronics II,R
Regulated Light Electron Phase Cannon I,H
Medium Graviton Smartbomb I,H
Micro Capacitor Battery II,M
Standup XL-Set Extinction Level Weapons Suite I,R
Centum C-Type Energized Explosive Membrane,L
Micro Murky Remote Shield Booster,H
ORE Expanded Cargohold,L
Mega Pulse Laser I,H
Gistum B-Type EM Ward Amplifier,M
Standup M-Set Advanced Component Manufacturing Material Efficiency I,R
Capital Anti-EM Screen Reinforcer II,R
Standup L-Set Basic Capital Component Manufacturing Efficiency I,R
OLD Tengu Offensive - Accelerated Ejection Bay,S
Shadow Serpentis Sensor Booster,M
Heavy Beam Laser II,H
Fighter Support Unit II,H
Mizuro's Modified Ballistic Control System,L
Limited Ion Blaster I,H
Ion Siege Blaster I,H
Remote Sensor Booster II,M
Vepas's Modified EM Ward Field,M
Standup M-Set Basic Medium Ship Manufacturing Material Efficiency I,R
Morpheus Enduring Magnetometric ECM,M
F-89 Compact Signal Amplifier,L
Small I-ax Enduring Remote Armor Repairer,H
Medium Drone Durability Enhancer I,R
Capital Anti-Thermal Screen Reinforcer I,R
Shaqil's Modified Cruise Missile Launcher,H
Proteus Core - Friction Extension Processor,S
1400mm Howitzer Artillery I,H
Protected Gravimetric Backup Cluster I,L
Caldari Navy Shield Power Relay,L
Large Targeting Systems Stabilizer I,R
Ta3 Compact Ship Scanner,M
Civilian Expanded Cargohold,L
XR-3200 Heavy Missile Bay,H
Dark Blood Heavy Energy Neutralizer,H
Large Particle Dispersion Augmentor II,R
OLD Legion Electronics - Energy Parasitic Complex,S
Dual Light Pulse Laser II,H
Shadow Serpentis Medium Armor Repairer,L
Standup L-Set Basic Medium Ship Manufacturing Efficiency I,R
'Basic' Overdrive Injector System,L
Bosonic Field Generator,H
Dark Blood Reactor Control Unit,L
Cormack's Modified Energized Thermal Membrane,L
280mm Gallium Cannon,H
Medium Bay Loading Accelerator I,R
Standup M-Set Ammunition Manufacturing Material Efficiency II,R
Limited 'Limos' Torpedo Launcher,H
Khanid Navy Warp Scrambler,M
Regulated Light Neutron Phase Cannon I,H
1MN Afterburner II,M
Supplemental Ladar ECCM Scanning Array I,M
Dual Heavy Beam Laser I,H
Reserve Gravimetric Scanners,L
Standup L-Set Capital Ship Manufacturing Efficiency I,R
Unit P-343554's Modified Omnidirectional Tracking Link,M
Hakim's Modified X-Large Shield Booster,M
Core C-Type Armor EM Hardener,L
Large Cap Battery I,M
Catmageddon,H
QA Shield Extender,M
Huge Active Stealth System I,M
Experimental Energized Armor Layering Membrane I,L
Standup M-Set Equipment Manufacturing Time Efficiency II,R
1600mm Reinforced Titanium Plates I,L
Imperial Navy 800mm Steel Plates,L
Capital Hull Repairer II,M
Capital Warhead Flare Catalyst II,R
Mark I Compact Capacitor Flux Coil,L
Micro Graviton Smartbomb II,H
Standup L-Set Basic Small Ship Manufacturing Efficiency I,R
True Sansha Dual Light Beam Laser,H
Gotan's Modified Explosive Plating,L
Capital Murky Compact Remote Shield Booster,H
CONCORD Modified Cloaking Device,H
Phased Muon Scoped Sensor Dampener,M
Unit W-634's Modified Drone Navigation Computer,M
Large Tech I Subsystem Manufacturing I,R
Large EW Drone Range Augmentor II,R
Chelm's Modified Armor Kinetic Hardener,L
Small Ancillary Armor Repairer,L
Nanoelectrical Co-Processor,L
Small Automated Carapace Restoration,L
Medium Remote Capacitor Transmitter I,H
Armored Warfare Link - Passive Defense II,H
Dark Blood Quad Mega Pulse Laser,H
Mining Laser Upgrade II,L
OLD Tengu Offensive - Rifling Launcher Pattern,S
Capital Targeting Systems Stabilizer II,R
Gist A-Type EM Ward Field,M
Domination Tracking Enhancer,L
Dual 250mm Railgun II,H
Gotan's Modified Stasis Webifier,M
Dread Guristas Large Shield Booster,M
Focused Afocal Medium Maser I,H
Standup L-Set Energy Neutralizer Feedback Control II,R
Medium Remote Shield Booster II,H
Republic Fleet Dual 425mm Autocannon,H
Dual Anode Pulse Particle Stream I,H
Medium Drone Mining Augmentor II,R
Modal Enduring Dual Giga Pulse Laser,H
Capital Remote Hull Repairer I,H
CZ-4 Compact Gravimetric ECM,M
Setele's Modified Co-Processor,L
Local Power Plant Manager: Reaction Shield Flux I,L
Light Ion Blaster II,H
Warp Scrambler II,M
Ammatar Navy Adaptive Nano Plating,L
Capital Ancillary Current Router I,R
Capital Radiative Scoped Remote Capacitor Transmitter,H
Capital Drone Durability Enhancer II,R
Omnidirectional Tracking Enhancer II,L
'Natura' Warp Core Stabilizer I,L
Domination Heavy Warp Disruptor,M
Structure Mining Targeted Link,H
Vizan's Modified Adaptive Nano Plating,L
Dread Guristas Kinetic Deflection Field,M
Scan Acquisition Array II,M
Loki Core - Dissolution Sequencer,S
50mm Steel Plates II,L
Domination EM Ward Amplifier,M
Medium Energy Ambit Extension II,R
Pseudoelectron Containment Field I,L
Hakim's Modified 500MN Microwarpdrive,M
Legion Magnetometric ECM,M
Proteus Propulsion - Localized Injectors,S
200mm Steel Plates II,L
Large Module, Consumable, Drone Research II,R
Elara Restrained Mining Laser Upgrade,L
1200mm Heavy Gallium Cannon,H
Medium Warhead Rigor Catalyst II,R
Emergency Ladar Scanners,L
Ammatar Navy Focused Medium Beam Laser,H
Small Particle Dispersion Augmentor II,R
'Glycerine' Shield Boost Amplifier,M
CONCORD Capital Armor Repairer,L
Standup M-Set Blueprint Copy Cost Optimization I,R
Medium Hybrid Ambit Extension II,R
Small Drone Speed Augmentor II,R
Polarized Heavy Neutron Blaster,H
Standup Signal Amplifier I,L
True Sansha Capital Energy Nosferatu,H
Capital Drone Repair Augmentor I,R
Tairei's Modified Adaptive Nano Plating,L
Republic Fleet 720mm Howitzer Artillery,H
Syndicate Signal Amplifier,L
Festival Launcher,H
Capital Polycarbon Engine Housing I,R
75mm Prototype Gauss Gun,H
Corpii A-Type Adaptive Nano Plating,L
Civilian Thermal Dissipation Field,M
Torelle's Custom Magnetic Field Stabilizer,L
Capital Powergrid Subroutine Maximizer II,R
Standup M-Set Missile Projection II,R
Medium Auxiliary Nano Pump I,R
Domination Armor Explosive Hardener,L
Capital Anti-Kinetic Pump II,R
Republic Fleet Small Armor Repairer,L
Setele's Modified Armor Thermal Hardener,L
Medium Energy Burst Aerator I,R
Gistum B-Type Medium Remote Shield Booster,H
Medium Rocket Fuel Cache Partition II,R
Republic Fleet Armor Explosive Hardener,L
Structure ECCM Projector,M
Halting Compact Ladar ECM,M
Estamel's Modified 425mm Railgun,H
'Basic' Capacitor Flux Coil,L
Small 'Siesta' Capacitor Booster,M
Domination Adaptive Invulnerability Field,M
Brynn's Modified Magnetic Field Stabilizer,L
Shadow Serpentis Capital Remote Armor Repairer,H
Republic Fleet Rapid Heavy Missile Launcher,H
Expanded Probe Launcher I,H
Dread Guristas Capital Shield Extender,M
Standup L-Set Advanced Large Ship Manufacturing Efficiency I,R
Mizuro's Modified Large Armor Repairer,L
Standup M-Set Structure Manufacturing Material Efficiency II,R
Layered Plating II,L
Medium C5-L Emergency Shield Overload I,M
Small Capacitor Control Circuit I,R
125mm 'Scout' Accelerator Cannon,H
Thon's Modified Large Graviton Smartbomb,H
Tuvan's Modified EM Plating,L
Gistum B-Type Explosive Deflection Amplifier,M
Dread Guristas Shield Flux Coil,L
Domination Warp Scrambler,M
Standup XL-Set Thukker Structure and Component Manufacturing Efficiency,R
Dread Guristas Micro Graviton Smartbomb,H
Medium Hyperspatial Velocity Optimizer I,R
Capital Core Defense Field Extender II,R
Large Anti-Explosive Screen Reinforcer I,R
Gist C-Type Large Shield Booster,M
Small Coaxial Compact Remote Armor Repairer,H
500MN Microwarpdrive I,M
Draclira's Modified Energized Explosive Membrane,L
Raysere's Modified Tachyon Beam Laser,H
